Anio,Mes,PaisDestino,DepartamentoOrigen,Producto,Cantidad,ValorMilesDolar,ValorMilesPesos
2017,Febrero,Aruba,Bogota,Otros Bananos y Platanos Frescos,10,0.01,27.34
2017,Febrero,Espana,Bogota,Banano Bocadillo,378,1.15,3289.64
2017,Febrero,Espana,Cundinamarca,Banano Bocadillo,1020,3.47,10133.15
2017,Febrero,Francia,Bogota,Banano Bocadillo,7880,23.95,69265.43
2017,Febrero,Francia,Cundinamarca,Banano Bocadillo,46613.5,123.39,352022.1
2017,Febrero,Italia,Cundinamarca,Banano Bocadillo,7969.5,21.47,61327.76
2017,Febrero,Paises Bajos,Bogota,Banano Bocadillo,12.16,0.01,19.98
2017,Febrero,Paises Bajos,Cundinamarca,Banano Bocadillo,60.8,0.18,503.53
2017,Febrero,Portugal,Bogota,Banano Bocadillo,1890,4.27,12248.45
2017,Febrero,Suiza,Bogota,Banano Bocadillo,450,1.92,5499.6
2017,Febrero,Suiza,Cundinamarca,Banano Bocadillo,4942.08,28.96,82711.08
2017,Febrero,Alemania,Magdalena,Cavendish Valery,1982660.4,867.37,2500669.01
2017,Febrero,Belgica,Magdalena,Cavendish Valery,1.04E+07,4631.77,1.33E+07
2017,Febrero,Curazao,Magdalena,Cavendish Valery,17414,8.16,23359.06
2017,Febrero,Estados Unidos,Magdalena,Cavendish Valery,2.66E+07,12617.31,3.64E+07
2017,Febrero,Japon,Magdalena,Cavendish Valery,128079.48,92.21,265461.45
2017,Febrero,Paises Bajos,Cundinamarca,Otros Bananos y Platanos Frescos,1728,2.11,6062.63
2017,Febrero,Paises Bajos,Magdalena,Cavendish Valery,4510075.2,2218.52,6388422.05
2017,Febrero,Reino Unido,Magdalena,Cavendish Valery,4216165,1845.98,5303601.64
2017,Febrero,Suiza,Magdalena,Cavendish Valery,2622315.68,1297.41,3730362.22
2017,Febrero,Alemania,Antioquia,Cavendish Valery,1873667,925.71,2673399.34
2017,Febrero,Belgica,Antioquia,Cavendish Valery,3.78E+07,18232.11,5.26E+07
2017,Febrero,Egipto,Antioquia,Cavendish Valery,68760,27.34,78617.72
2017,Febrero,Espana,Antioquia,Cavendish Valery,620312,318.08,918611.56
2017,Febrero,Eslovenia,Antioquia,Cavendish Valery,4759007,1696.38,4873967.65
2017,Febrero,Estados Unidos,Antioquia,Cavendish Valery,7597017,3400.03,9794292.18
2017,Febrero,Estados Unidos,Antioquia,Banano Bocadillo,495349,267.96,771635.08
2017,Febrero,Francia,Antioquia,Cavendish Valery,338256,141.26,407231.3
2017,Febrero,Grecia,Antioquia,Cavendish Valery,2800871,1225.31,3519592.31
2017,Febrero,Italia,Antioquia,Cavendish Valery,2.41E+07,9439.09,2.72E+07
2017,Febrero,Noruega,Antioquia,Cavendish Valery,551023,256.55,738210.77
2017,Febrero,Paises Bajos,Antioquia,Cavendish Valery,8645929,3743.82,1.08E+07
2017,Febrero,Portugal,Antioquia,Cavendish Valery,875302,439.47,1268590.05
2017,Febrero,Reino Unido,Antioquia,Cavendish Valery,9430145,4634.28,1.34E+07
2017,Febrero,Reino Unido,Antioquia,Banano Bocadillo,2360,1.25,3591.62
2017,Febrero,Suecia,Antioquia,Cavendish Valery,1038258,509.3,1468648.07
2017,Febrero,Turquia,Antioquia,Cavendish Valery,5341927,1522.77,4369060.42
2017,Febrero,Ucrania,Antioquia,Cavendish Valery,982986,372.73,1068252.69
2017,Febrero,Alemania,Magdalena,Cavendish Valery,56700,27.71,79692.22
2017,Febrero,Belgica,Bogota,Cavendish Valery,82080,63.93,184363.94
2017,Febrero,Israel,Bogota,Platanos Secos,2160,11.88,34375.37
2017,Febrero,Italia,Antioquia,Cavendish Valery,115473,51.69,150037.09
2017,Febrero,Paises Bajos,Antioquia,Cavendish Valery,40608,26.1,74536.38
2017,Febrero,Estados Unidos,Antioquia,Banano Bocadillo,68000,57.21,163375.75
2017,Febrero,Paises Bajos,Antioquia,Otros Bananos y Platanos Frescos,43,0,12.39
2011,Junio,Estados Unidos,Bogota,Bananos o Platanos Secos,640,0.64,1144.19
2017,Enero,Alemania,Bogota,Banano Bocadillo,1230,2.87,8555.64
2017,Enero,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,55.22
2017,Enero,Belgica,Antioquia,Banano Bocadillo,128,0.17,510.02
2017,Enero,Espana,Cundinamarca,Banano Bocadillo,2839.47,7.49,22263.39
2017,Enero,Francia,Bogota,Banano Bocadillo,6966,19.27,57831.48
2017,Enero,Francia,Cundinamarca,Banano Bocadillo,31585,77.78,226219.85
2017,Enero,Hong Kong,Antioquia,Banano Bocadillo,3,0,2.98
2017,Enero,Italia,Cundinamarca,Banano Bocadillo,29029.95,81.97,244345.41
2017,Enero,Kuwait,Bogota,Banano Bocadillo,15,0.04,126.7
2017,Enero,Paises Bajos,Bogota,Banano Bocadillo,3765,15.06,44894.76
2017,Enero,Suiza,Antioquia,Banano Bocadillo,3,0,2.98
2017,Enero,Suiza,Cundinamarca,Banano Bocadillo,1278.72,7.53,22129.82
2017,Enero,Alemania,Magdalena,Cavendish Valery,4103392.7,1383.77,4070517.04
2017,Enero,Belgica,Magdalena,Cavendish Valery,8270001.42,3354.94,9843315.79
2017,Enero,Curazao,Magdalena,Cavendish Valery,52242,24.48,71997.64
2017,Enero,Estados Unidos,Magdalena,Cavendish Valery,1.88E+07,8636.29,2.53E+07
2017,Enero,Grecia,Magdalena,Cavendish Valery,1024152,341.01,1003723.7
2017,Enero,Japon,Magdalena,Cavendish Valery,259882.68,187.78,552693.02
2017,Enero,Paises Bajos,Magdalena,Cavendish Valery,5006933.34,2467.63,7238741.33
2017,Enero,Reino Unido,Magdalena,Cavendish Valery,6239798.2,2554.44,7496151.14
2017,Enero,Suiza,Magdalena,Cavendish Valery,1738950.24,835.37,2453789.44
2017,Enero,Estados Unidos,Valle del Cauca,Otros Bananos Secos,1069,12.9,38714.89
2017,Enero,Alemania,Antioquia,Cavendish Valery,6528878,2540.36,7450095.43
2017,Enero,Alemania,Antioquia,Banano Bocadillo,2246,1.31,3853.37
2017,Enero,Belgica,Antioquia,Cavendish Valery,2.66E+07,12262.36,3.61E+07
2017,Enero,Egipto,Antioquia,Cavendish Valery,68760,30.58,90675.96
2017,Enero,Espana,Antioquia,Cavendish Valery,1379808,582.03,1718762.75
2017,Enero,Eslovenia,Antioquia,Cavendish Valery,4439661.5,1592.46,4714962.65
2017,Enero,Estados Unidos,Antioquia,Banano Bocadillo,265631,138.14,404800.04
2017,Enero,Francia,Antioquia,Cavendish Valery,197985,81.59,239884.55
2017,Enero,Grecia,Antioquia,Cavendish Valery,3393423,1418.73,4172058.28
2017,Enero,Italia,Antioquia,Cavendish Valery,2.48E+07,10368.38,3.04E+07
2017,Enero,Malta,Antioquia,Cavendish Valery,142128,56.32,165274.9
2017,Enero,Noruega,Antioquia,Cavendish Valery,1260612,588.03,1732621.88
2017,Enero,Paises Bajos,Antioquia,Cavendish Valery,7283430,2995.97,8797625.58
2017,Enero,Portugal,Antioquia,Cavendish Valery,808203,348.17,1028275.89
2017,Enero,Reino Unido,Antioquia,Cavendish Valery,3141510,1519.39,4473930.48
2017,Enero,Suecia,Antioquia,Cavendish Valery,508950,231.12,681253.47
2017,Enero,Turquia,Antioquia,Cavendish Valery,675648,194.62,569307.84
2017,Enero,Ucrania,Antioquia,Cavendish Valery,296524,112.98,331758.87
2017,Enero,Belgica,Bogota,Cavendish Valery,41040,31.97,93733.42
2017,Enero,Italia,Magdalena,Cavendish Valery,51438,16.91,49885.99
2017,Enero,Rusia- Federacion de,Magdalena,Cavendish Valery,21600,11.29,33096.5
2017,Enero,Aruba,Bogota,Otros Bananos y Platanos Frescos,6.38,0.02,54.99
2017,Enero,Estados Unidos,Antioquia,Banano Bocadillo,68000,57.69,169681.61
2017,Enero,Estados Unidos,Antioquia,Banano Bocadillo,437.7,0.89,2596.91
2016,Diciembre,Alemania,Bogota,Banano Bocadillo,1036,2.43,7429.14
2016,Diciembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,30,0.03,85.27
2016,Diciembre,Belgica,Antioquia,Banano Bocadillo,64,0.09,259.56
2016,Diciembre,Espana,Cundinamarca,Banano Bocadillo,921,2.49,7501.22
2016,Diciembre,Francia,Bogota,Banano Bocadillo,2952,8.17,25000.13
2016,Diciembre,Francia,Cundinamarca,Banano Bocadillo,33714.75,100.57,301655.99
2016,Diciembre,Italia,Cundinamarca,Banano Bocadillo,22400.4,63.08,188932.71
2016,Diciembre,Singapur,Cundinamarca,Banano Bocadillo,60,0.16,482.48
2016,Diciembre,Suiza,Cundinamarca,Banano Bocadillo,16729.46,97.97,293229.3
2011,Mayo,Aruba,La Guajira,Otros Bananos y Platanos Frescos,450,0.36,649.93
2016,Diciembre,Alemania,Magdalena,Cavendish Valery,2884490,1134.59,3398525.24
2016,Diciembre,Belgica,Magdalena,Cavendish Valery,9410996.1,4152.18,1.24E+07
2016,Diciembre,Curazao,Magdalena,Cavendish Valery,135886,60.45,181080.66
2016,Diciembre,Estados Unidos,Magdalena,Cavendish Valery,88800,64.32,193749.59
2016,Diciembre,Grecia,Magdalena,Cavendish Valery,944136,361.99,1085761.19
2016,Diciembre,Japon,Magdalena,Cavendish Valery,268776.8,191.26,582057.66
2016,Diciembre,Paises Bajos,Magdalena,Cavendish Valery,6508120.66,3178.31,9550364.9
2016,Diciembre,Reino Unido,Magdalena,Cavendish Valery,9184799,4050.81,1.21E+07
2016,Diciembre,Rusia- Federacion de,Magdalena,Cavendish Valery,165094,72.52,222536.75
2016,Diciembre,Suiza,Magdalena,Cavendish Valery,338709.36,163.23,489810.93
2016,Diciembre,Albania,Antioquia,Cavendish Valery,455399,183.08,548223.36
2016,Diciembre,Alemania,Antioquia,Cavendish Valery,5016029,2116.4,6396878.91
2016,Diciembre,Alemania,Antioquia,Banano Bocadillo,2274,1.33,3983.52
2016,Diciembre,Arabia Saudita,Antioquia,Cavendish Valery,25922,10,29937.08
2016,Diciembre,Belgica,Antioquia,Cavendish Valery,5.58E+07,24984.37,7.53E+07
2016,Diciembre,Egipto,Antioquia,Cavendish Valery,206280,92.21,280312.63
2016,Diciembre,Espana,Antioquia,Cavendish Valery,1144765,477.37,1438826.22
2016,Diciembre,Eslovenia,Antioquia,Cavendish Valery,1.08E+07,4443.84,1.34E+07
2016,Diciembre,Estados Unidos,Antioquia,Cavendish Valery,1.02E+07,4579.92,1.38E+07
2016,Diciembre,Estados Unidos,Antioquia,Banano Bocadillo,1041371,559.02,1687953.18
2016,Diciembre,Francia,Antioquia,Cavendish Valery,154353,63.18,188305.79
2016,Diciembre,Grecia,Antioquia,Cavendish Valery,5270497,2281.74,6891263.9
2016,Diciembre,Italia,Antioquia,Cavendish Valery,2.86E+07,11932.53,3.60E+07
2016,Diciembre,Malta,Antioquia,Cavendish Valery,101520,40.49,122690.03
2016,Diciembre,Noruega,Antioquia,Cavendish Valery,1398160,659.74,2002658.26
2016,Diciembre,Paises Bajos,Antioquia,Cavendish Valery,1.65E+07,6650.04,2.01E+07
2016,Diciembre,Polonia,Antioquia,Cavendish Valery,2971767,720.83,2160458.49
2016,Diciembre,Portugal,Antioquia,Cavendish Valery,1182473.8,505.71,1526185.23
2016,Diciembre,Reino Unido,Antioquia,Cavendish Valery,1.46E+07,7182.74,2.16E+07
2016,Diciembre,Reino Unido,Antioquia,Banano Bocadillo,6720,3.73,11287.6
2016,Diciembre,Suecia,Antioquia,Cavendish Valery,665679,300.62,911144.71
2016,Diciembre,Turquia,Antioquia,Cavendish Valery,2383319,590.75,1769929.34
2016,Diciembre,Ucrania,Antioquia,Cavendish Valery,400712,145.32,436120.92
2016,Diciembre,Estados Unidos,Antioquia,Cavendish Valery,135345,59.48,183519.15
2016,Diciembre,Estados Unidos,Antioquia,Banano Bocadillo,36000,18.94,58428.92
2016,Diciembre,Italia,Magdalena,Cavendish Valery,68584,25.92,79042.26
2016,Diciembre,Panama,Bogota,Platanos Secos,66.6,1.32,3947.23
2016,Diciembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,37.13,0.07,197.86
2016,Diciembre,Curazao,Magdalena,Cavendish Valery,143640,66.53,199319.88
2016,Diciembre,Estados Unidos,Antioquia,Banano Bocadillo,119000,101.22,305234.08
2016,Diciembre,Estados Unidos,Antioquia,Banano Bocadillo,36,0.09,285.16
2016,Noviembre,Alemania,Bogota,Banano Bocadillo,1134,2.65,8008.6
2016,Noviembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,59.3
2016,Noviembre,Belgica,Antioquia,Banano Bocadillo,64,0.09,273.96
2016,Noviembre,Espana,Cundinamarca,Banano Bocadillo,1380,4.09,12570.79
2016,Noviembre,Francia,Bogota,Banano Bocadillo,3510,9.71,29818.01
2016,Noviembre,Francia,Cundinamarca,Banano Bocadillo,10379.2,32.79,102912.17
2016,Noviembre,Hong Kong,Cundinamarca,Banano Bocadillo,8.24,0,6.1
2016,Noviembre,Italia,Cundinamarca,Banano Bocadillo,55722.95,158.92,480166.77
2016,Noviembre,Mexico,Bogota,Otros Bananos Secos,42,1.51,4717.05
2016,Noviembre,Paises Bajos,Bogota,Banano Bocadillo,144,0.58,1768.63
2016,Noviembre,Suiza,Cundinamarca,Banano Bocadillo,4872.96,28.7,85668.38
2016,Noviembre,Alemania,Magdalena,Cavendish Valery,2887746,1142.7,3593793.35
2016,Noviembre,Belgica,Magdalena,Cavendish Valery,1.78E+07,7962.4,2.46E+07
2011,Febrero,Aruba,Bogota,Otros Bananos y Platanos Frescos,57.67,0.13,246.28
2016,Noviembre,Curazao,Magdalena,Cavendish Valery,121762,52.55,165246.61
2016,Noviembre,Estados Unidos,Magdalena,Cavendish Valery,3.13E+07,15644.17,4.82E+07
2016,Noviembre,Grecia,Magdalena,Cavendish Valery,1607040,659.64,2076131.99
2016,Noviembre,Japon,Magdalena,Cavendish Valery,98008.8,69.86,218574.06
2016,Noviembre,Paises Bajos,Magdalena,Cavendish Valery,5167179.54,2523.86,7842311.22
2016,Noviembre,Paises Bajos,Magdalena,Otros Bananos Secos,7000,31.21,94008.27
2016,Noviembre,Reino Unido,Magdalena,Cavendish Valery,1.19E+07,5697.94,1.75E+07
2016,Noviembre,Rusia- Federacion de,Magdalena,Cavendish Valery,23551.6,10.62,33378.02
2016,Noviembre,Suiza,Magdalena,Cavendish Valery,2877483.24,1467.2,4517677.7
2016,Noviembre,Australia,Valle del Cauca,Otros Bananos Secos,275.06,4.63,14685.74
2016,Noviembre,Estados Unidos,Bogota,Otros Bananos y Platanos Frescos,2421.35,7.83,24471.64
2016,Noviembre,Paises Bajos,No diligenciado,Banano Bocadillo,720,0.68,2120.48
2016,Noviembre,Alemania,Antioquia,Cavendish Valery,1.01E+07,4429.73,1.36E+07
2016,Noviembre,Alemania,Antioquia,Banano Bocadillo,2957,1.71,5248.6
2016,Noviembre,Belgica,Antioquia,Cavendish Valery,2.25E+07,10906.76,3.39E+07
2016,Noviembre,Egipto,Antioquia,Cavendish Valery,67499,30.49,91415.29
2016,Noviembre,Espana,Antioquia,Cavendish Valery,1036815,376.76,1165763.11
2016,Noviembre,Eslovenia,Antioquia,Cavendish Valery,1071148,452.94,1422937.32
2016,Noviembre,Estados Unidos,Antioquia,Cavendish Valery,1.55E+07,7519.28,2.36E+07
2016,Noviembre,Estados Unidos,Antioquia,Banano Bocadillo,780420,422.65,1329322.71
2016,Noviembre,Grecia,Antioquia,Cavendish Valery,3213996,1539.5,4832169.65
2016,Noviembre,Italia,Antioquia,Cavendish Valery,2.36E+07,10846.35,3.37E+07
2016,Noviembre,Malta,Antioquia,Cavendish Valery,162432,64.26,197669.14
2016,Noviembre,Noruega,Antioquia,Cavendish Valery,273136,127.11,384732.43
2016,Noviembre,Paises Bajos,Antioquia,Cavendish Valery,2095151,894.36,2795413.08
2016,Noviembre,Portugal,Antioquia,Cavendish Valery,403401.8,167.71,520587.85
2016,Noviembre,Reino Unido,Antioquia,Cavendish Valery,2.47E+07,12721.13,3.95E+07
2016,Noviembre,Reino Unido,Antioquia,Banano Bocadillo,23880,13.21,41102.2
2016,Noviembre,Suecia,Antioquia,Cavendish Valery,120363,53.05,160044.72
2016,Noviembre,Ucrania,Antioquia,Cavendish Valery,425801,150.14,471073.99
2016,Noviembre,Emiratos Arabes Unidos,Bogota,Otros Bananos Secos,113.88,2.32,7386.59
2016,Noviembre,Paises Bajos,Magdalena,Cavendish Valery,17146,10.8,33962.98
2016,Noviembre,Aruba,Bogota,Banano Bocadillo,10.09,0.01,15.68
2016,Noviembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,26.94,0.04,116.62
2016,Noviembre,Curazao,Magdalena,Cavendish Valery,143640,66.53,204267.57
2016,Noviembre,Estados Unidos,Antioquia,Banano Bocadillo,123400,99.87,300311.88
2016,Noviembre,Estados Unidos,Antioquia,Banano Bocadillo,23.2,0.06,187.78
2016,Octubre,Alemania,Bogota,Banano Bocadillo,1204,2.82,8352.87
2016,Octubre,Aruba,Bogota,Otros Bananos y Platanos Frescos,30,0.03,82.87
2016,Octubre,Canada,Bogota,Banano Bocadillo,3,0,5.84
2016,Octubre,Espana,Bogota,Banano Bocadillo,150,0.25,717.25
2016,Octubre,Espana,Cundinamarca,Banano Bocadillo,1326,3.72,10972.53
2016,Octubre,Francia,Bogota,Banano Bocadillo,2184,6.55,19413.97
2016,Octubre,Francia,Cundinamarca,Banano Bocadillo,68133.8,190.44,559600.61
2016,Octubre,Italia,Cundinamarca,Banano Bocadillo,27648,79.4,235421.47
2016,Octubre,Paises Bajos,Cundinamarca,Banano Bocadillo,6.7,0.02,57.66
2016,Octubre,Singapur,Cundinamarca,Banano Bocadillo,3,0.01,23.7
2016,Octubre,Suiza,Bogota,Banano Bocadillo,1356,9.35,27257.79
2016,Octubre,Suiza,Cundinamarca,Banano Bocadillo,9141.12,53.92,157535.04
2016,Octubre,Alemania,Magdalena,Cavendish Valery,3484412.9,1416.51,4152794.75
2016,Octubre,Belgica,Magdalena,Cavendish Valery,7341709.84,3410,9990997.75
2016,Octubre,Curazao,Magdalena,Cavendish Valery,108613,45.3,132585.19
2016,Octubre,Estados Unidos,Magdalena,Cavendish Valery,271200,181.29,532358.08
2016,Octubre,Grecia,Magdalena,Cavendish Valery,1385829,607.22,1785120.31
2009,Julio,Japon,Atlantico,Bananos o Platanos Secos,1992,6.73,14175.3
2016,Octubre,Japon,Magdalena,Cavendish Valery,219947,157.29,464844.79
2016,Octubre,Paises Bajos,Magdalena,Cavendish Valery,5623274.2,2739.77,8060258.05
2016,Octubre,Reino Unido,Magdalena,Cavendish Valery,9119959,3881.2,1.14E+07
2016,Octubre,Ucrania,Magdalena,Cavendish Valery,18106,7.1,20915.95
2016,Octubre,Australia,Valle del Cauca,Otros Bananos Secos,49.5,0.81,2378.92
2016,Octubre,Chile,Caldas,Otros Bananos y Platanos Frescos,73,0.12,354.07
2016,Octubre,Albania,Antioquia,Cavendish Valery,216590,100.21,291428.88
2016,Octubre,Alemania,Antioquia,Cavendish Valery,1070975,490.19,1432432.32
2016,Octubre,Belgica,Antioquia,Cavendish Valery,2.31E+07,10698.68,3.14E+07
2016,Octubre,Egipto,Antioquia,Cavendish Valery,137520,62.11,181690.21
2016,Octubre,Espana,Antioquia,Cavendish Valery,1096849,520.41,1524023.14
2016,Octubre,Eslovenia,Antioquia,Cavendish Valery,453449,133.75,390050.1
2016,Octubre,Estados Unidos,Antioquia,Banano Bocadillo,476228,247.66,725111.87
2016,Octubre,Grecia,Antioquia,Cavendish Valery,1272089,592.36,1737779.04
2016,Octubre,Italia,Antioquia,Cavendish Valery,1.50E+07,5991.33,1.76E+07
2016,Octubre,Noruega,Antioquia,Cavendish Valery,677793,317.54,930425.65
2016,Octubre,Paises Bajos,Antioquia,Cavendish Valery,5343742,2220.23,6509945.67
2016,Octubre,Portugal,Antioquia,Cavendish Valery,424893.6,182.02,531936.88
2016,Octubre,Reino Unido,Antioquia,Cavendish Valery,1539758,730.77,2141044.44
2016,Octubre,Suecia,Antioquia,Cavendish Valery,319749,140.36,410936.8
2016,Octubre,Ucrania,Antioquia,Cavendish Valery,99778,42.69,126075.59
2016,Octubre,Israel,Bogota,Platanos Secos,2160,12.96,37787.08
2016,Octubre,Aruba,Norte de Santander,Platanos Secos,5,0,5.23
2016,Octubre,Curazao,Magdalena,Cavendish Valery,225701,104.54,310115.17
2016,Octubre,Estados Unidos,Antioquia,Banano Bocadillo,121200,100.58,294292.07
2016,Octubre,Estados Unidos,Antioquia,Banano Bocadillo,29.6,0.04,117.95
2016,Septiembre,Alemania,Bogota,Banano Bocadillo,768,2,5905.66
2016,Septiembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,55.72
2016,Septiembre,Belgica,Antioquia,Banano Bocadillo,128,0.17,506.93
2016,Septiembre,Canada,Bogota,Platanos Secos,856.2,5.34,15374.42
2016,Septiembre,Espana,Cundinamarca,Banano Bocadillo,750,2.23,6425
2016,Septiembre,Francia,Bogota,Banano Bocadillo,1734,5.2,15535.04
2016,Septiembre,Francia,Cundinamarca,Banano Bocadillo,17624,55.78,163896.98
2016,Septiembre,Hong Kong,Bogota,Banano Bocadillo,15,0,1.44
2016,Septiembre,Hong Kong,Bogota,Otros Bananos Secos,1.8,0,8.37
2016,Septiembre,Italia,Cundinamarca,Banano Bocadillo,15081.63,41.82,118797.84
2016,Septiembre,Paises Bajos,Cundinamarca,Banano Bocadillo,16,0.05,136.35
2016,Septiembre,Panama,Bogota,Platanos Secos,4,0.5,1469.38
2016,Septiembre,Portugal,Bogota,Banano Bocadillo,828,1.87,5439.47
2016,Septiembre,Suiza,Bogota,Banano Bocadillo,54,0.29,852.55
2016,Septiembre,Alemania,Magdalena,Cavendish Valery,2814150,1149.92,3386888.19
2016,Septiembre,Aruba,Magdalena,Cavendish Valery,19918,9.33,26950.34
2016,Septiembre,Belgica,Magdalena,Cavendish Valery,8378846.02,3659.8,1.07E+07
2016,Septiembre,Curazao,Magdalena,Cavendish Valery,59372,26.73,77438.06
2016,Septiembre,Espana,Magdalena,Cavendish Valery,58555.92,29.93,87140.26
2016,Septiembre,Estados Unidos,Magdalena,Cavendish Valery,2.32E+07,12114.92,3.54E+07
2016,Septiembre,Grecia,Magdalena,Cavendish Valery,522102,228.86,672180.5
2016,Septiembre,Japon,Magdalena,Cavendish Valery,236340,169,496992.57
2016,Septiembre,Paises Bajos,Magdalena,Cavendish Valery,4634058.08,2270.04,6616938.66
2016,Septiembre,Reino Unido,Magdalena,Cavendish Valery,8076364,3410.38,1.00E+07
2016,Septiembre,Suiza,Magdalena,Cavendish Valery,798945.6,406.41,1191425.28
2016,Septiembre,Australia,Valle del Cauca,Otros Bananos Secos,387,6.71,19212.35
2016,Septiembre,Albania,Antioquia,Cavendish Valery,119177,59.59,175614.29
2016,Septiembre,Alemania,Antioquia,Cavendish Valery,7727466,3865.08,1.13E+07
2016,Septiembre,Alemania,Antioquia,Banano Bocadillo,2274,1.33,3914.15
2008,Octubre,Belgica,Magdalena,Bananos o Platanos Secos,3744,12.38,27845.06
2016,Septiembre,Belgica,Antioquia,Cavendish Valery,2.68E+07,12659.13,3.70E+07
2016,Septiembre,Egipto,Antioquia,Cavendish Valery,228971,103.44,300822.43
2016,Septiembre,Espana,Antioquia,Cavendish Valery,891506,367.51,1073330.26
2016,Septiembre,Estados Unidos,Antioquia,Cavendish Valery,7105473,3462.53,1.01E+07
2016,Septiembre,Estados Unidos,Antioquia,Banano Bocadillo,598873,314.28,914175.78
2016,Septiembre,Grecia,Antioquia,Cavendish Valery,894432,364.92,1070378.46
2016,Septiembre,Italia,Antioquia,Cavendish Valery,2.09E+07,9621.66,2.82E+07
2016,Septiembre,Malta,Antioquia,Cavendish Valery,182736,83.97,247010.58
2016,Septiembre,Noruega,Antioquia,Cavendish Valery,968927,445.64,1306907.46
2016,Septiembre,Paises Bajos,Antioquia,Cavendish Valery,4774496,2043.86,5995277.21
2016,Septiembre,Portugal,Antioquia,Cavendish Valery,854275,355.62,1045263.93
2016,Septiembre,Reino Unido,Antioquia,Cavendish Valery,5670992,2799.03,8081619.96
2016,Septiembre,Reino Unido,Antioquia,Banano Bocadillo,1910,1.03,2929.34
2016,Septiembre,Suecia,Antioquia,Cavendish Valery,507197,210.32,616747.25
2016,Septiembre,Ucrania,Antioquia,Cavendish Valery,40176,15.55,45980.73
2016,Septiembre,Espana,Magdalena,Cavendish Valery,34828,20.16,58818.41
2016,Septiembre,Estados Unidos,Cundinamarca,Platanos Secos,201.6,12.9,38146.98
2016,Septiembre,Estados Unidos,Antioquia,Banano Bocadillo,102000,86.1,253532.47
2016,Septiembre,Estados Unidos,Antioquia,Banano Bocadillo,10,0.06,181.91
2016,Agosto,Alemania,Bogota,Banano Bocadillo,1106,3.15,9794.74
2016,Agosto,Aruba,Bogota,Otros Bananos y Platanos Frescos,10,0.01,27.37
2016,Agosto,Belgica,Antioquia,Banano Bocadillo,32,0.04,126.06
2016,Agosto,Curazao,Bogota,Otros Bananos y Platanos Frescos,5460,2.1,6232.89
2016,Agosto,Espana,Cundinamarca,Banano Bocadillo,1545,4.18,12527.37
2016,Agosto,Francia,Bogota,Banano Bocadillo,2784,8.35,25978.31
2016,Agosto,Francia,Cundinamarca,Banano Bocadillo,41592.08,109.55,326111.3
2016,Agosto,Italia,Cundinamarca,Banano Bocadillo,50453.52,143.87,431763.69
2016,Agosto,Paises Bajos,Cundinamarca,Banano Bocadillo,41,0.12,346.96
2016,Agosto,Portugal,Bogota,Banano Bocadillo,24,0.09,263.18
2016,Agosto,Alemania,Magdalena,Cavendish Valery,3322415.1,1457.77,4288682.13
2016,Agosto,Belgica,Magdalena,Cavendish Valery,1.24E+07,5802.84,1.71E+07
2016,Agosto,Curazao,Magdalena,Cavendish Valery,102411,46.85,139678.66
2016,Agosto,Espana,Magdalena,Cavendish Valery,38855.88,20.1,58353.55
2016,Agosto,Estados Unidos,Magdalena,Cavendish Valery,8912360,4700.35,1.45E+07
2016,Agosto,Grecia,Magdalena,Cavendish Valery,542376,235.95,695417
2016,Agosto,Japon,Magdalena,Cavendish Valery,245648,175.58,523009.84
2016,Agosto,Paises Bajos,Magdalena,Cavendish Valery,5827341.44,2856.53,8484893.98
2016,Agosto,Reino Unido,Magdalena,Cavendish Valery,1.10E+07,5081.98,1.49E+07
2016,Agosto,Albania,Antioquia,Cavendish Valery,119232,59.62,182687.47
2016,Agosto,Alemania,Antioquia,Cavendish Valery,5808442,3199.29,9411910.41
2016,Agosto,Alemania,Antioquia,Banano Bocadillo,683,0.4,1172.02
2016,Agosto,Belgica,Antioquia,Cavendish Valery,2.53E+07,12241.81,3.60E+07
2016,Agosto,Espana,Antioquia,Cavendish Valery,627694,301,873956.81
2016,Agosto,Estados Unidos,Antioquia,Cavendish Valery,1308556,650.05,1896878.68
2016,Agosto,Estados Unidos,Antioquia,Banano Bocadillo,177363,92.23,272086.53
2016,Agosto,Grecia,Antioquia,Cavendish Valery,426384,171.69,498820.66
2016,Agosto,Italia,Antioquia,Cavendish Valery,1.21E+07,5989.32,1.76E+07
2016,Agosto,Malta,Antioquia,Cavendish Valery,141564,70.03,205764.81
2016,Agosto,Marruecos,Antioquia,Cavendish Valery,161417,66.11,192141.92
2016,Agosto,Noruega,Antioquia,Cavendish Valery,1097097,518.88,1545740.99
2016,Agosto,Paises Bajos,Antioquia,Cavendish Valery,6089216,2652,7735026.37
2016,Agosto,Portugal,Antioquia,Cavendish Valery,1114271,472.67,1403409.39
2016,Agosto,Reino Unido,Antioquia,Cavendish Valery,4591425,2225.09,6603478.29
2016,Agosto,Suecia,Antioquia,Cavendish Valery,395146,165.74,494889.61
2016,Agosto,Turquia,Antioquia,Cavendish Valery,78364,33.91,98524.53
