Anio,Mes,PaisDestino,DepartamentoOrigen,Producto,Cantidad,ValorMilesDolar,ValorMilesPesos
2018,Septiembre,Bahrein,Cundinamarca,Banano Bocadillo,246,1.67,5084.88
2018,Septiembre,Belgica,Antioquia,Banano Bocadillo,76.8,0.1,313.15
2018,Septiembre,Canada,Bogota,Platanos Secos,997,3.3,10131.5
2018,Septiembre,Espana,Bogota,Banano Bocadillo,814,2.31,7134.37
2018,Septiembre,Espana,Cundinamarca,Banano Bocadillo,1161,2.69,8205.19
2018,Septiembre,Estados Unidos,Bogota,Otros Bananos Secos,3,2.95,9108.8
2018,Septiembre,Francia,Bogota,Banano Bocadillo,2210,5.89,17982.99
2018,Septiembre,Francia,Cundinamarca,Banano Bocadillo,24135,65.42,196801.07
2018,Septiembre,Italia,Bogota,Otros Bananos y Platanos Frescos,162,0.42,1254.84
2018,Septiembre,Italia,Cundinamarca,Banano Bocadillo,288,0.73,2228.94
2018,Septiembre,Italia,Tolima,Banano Bocadillo,750,1.8,5447.12
2018,Septiembre,Portugal,Bogota,Banano Bocadillo,216,0.49,1471.4
2018,Septiembre,Suiza,Bogota,Banano Bocadillo,36,0.08,253.19
2018,Septiembre,Suiza,Bogota,Otros Bananos y Platanos Frescos,144,0.34,1013.89
2018,Septiembre,Suiza,Cundinamarca,Banano Bocadillo,1105,3.51,10606.54
2018,Septiembre,Alemania,Magdalena,Cavendish Valery,4631625,2000.8,6103385.06
2018,Septiembre,Aruba,Cundinamarca,Cavendish Valery,2300,4.25,12806.86
2018,Septiembre,Belgica,Magdalena,Cavendish Valery,1.57E+07,6724.56,2.05E+07
2018,Septiembre,Espana,Cundinamarca,Cavendish Valery,78364,32.41,97368.38
2018,Septiembre,Estados Unidos,Magdalena,Cavendish Valery,3.60E+07,15963.13,4.84E+07
2018,Septiembre,Japon,Magdalena,Cavendish Valery,243360,189.66,574910.49
2018,Septiembre,Paises Bajos,Magdalena,Cavendish Valery,5055919.24,2487.86,7544146.97
2018,Septiembre,Reino Unido,Magdalena,Cavendish Valery,1.37E+07,6206.69,1.89E+07
2018,Septiembre,Suiza,Magdalena,Cavendish Valery,2397532.8,1130.52,3426818.91
2018,Septiembre,Ucrania,Magdalena,Cavendish Valery,117546,51.19,153932.3
2018,Septiembre,Estados Unidos,Valle del Cauca,Otros Bananos Secos,4680,76.64,236765.86
2018,Septiembre,Alemania,Antioquia,Cavendish Valery,1058086,365.09,1114682.88
2017,Abril,Panama,Bogota,Platanos Secos,11.52,0.54,1533.83
2018,Septiembre,Belgica,Antioquia,Cavendish Valery,7982035,3629.3,1.10E+07
2018,Septiembre,Croacia,Antioquia,Cavendish Valery,166752,70.1,211461.75
2018,Septiembre,Espana,Antioquia,Cavendish Valery,604061.2,242.32,738450.63
2018,Septiembre,Estados Unidos,Antioquia,Cavendish Valery,1658079.6,812.26,2477486.17
2018,Septiembre,Estados Unidos,Antioquia,Banano Bocadillo,368568.8,198.82,603396.5
2018,Septiembre,Francia,Antioquia,Cavendish Valery,280886,96.01,291451.31
2018,Septiembre,Grecia,Antioquia,Cavendish Valery,957096,394.75,1194419
2018,Septiembre,Italia,Antioquia,Cavendish Valery,6807545.8,3067.85,9342100.79
2018,Septiembre,Malta,Antioquia,Cavendish Valery,20844,8,24433.67
2018,Septiembre,Marruecos,Antioquia,Cavendish Valery,60264,12.47,38084.87
2018,Septiembre,Paises Bajos,Antioquia,Cavendish Valery,4482528.2,2217.28,6701392.01
2018,Septiembre,Portugal,Antioquia,Cavendish Valery,591355.2,293.22,895241.71
2018,Septiembre,Reino Unido,Antioquia,Cavendish Valery,6185830,3008.74,9098450.03
2018,Septiembre,Ucrania,Antioquia,Cavendish Valery,250708.5,95.9,290161.98
2018,Septiembre,Belgica,Magdalena,Cavendish Valery,38838.8,16.08,48097.78
2018,Septiembre,Canada,Tolima,Otros Bananos Secos,546.86,5.96,18393.2
2018,Septiembre,Estados Unidos,Bogota,Cavendish Valery,14236.35,27.91,84265.06
2018,Septiembre,Francia,Tolima,Otros Bananos Secos,949.6,9.88,29696.26
2018,Septiembre,Paises Bajos,Bogota,Banano Bocadillo,216,0.5,1515.54
2018,Septiembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,60,0.07,216.5
2018,Septiembre,Espana,Sucre,Cavendish Valery,19440,10.21,30903.48
2018,Septiembre,Estados Unidos,Antioquia,Banano Bocadillo,170720,138.06,426554.15
2018,Septiembre,Estados Unidos,Antioquia,Banano Bocadillo,241.2,0.56,1707.77
2018,Agosto,Alemania,Bogota,Platanos Secos,70,1.73,5188.26
2018,Agosto,Alemania,Cundinamarca,Banano Bocadillo,7738.8,40.34,119735.61
2018,Agosto,Belgica,Antioquia,Banano Bocadillo,70.4,0.19,569.62
2018,Agosto,Canada,Bogota,Banano Bocadillo,124,0.32,962.02
2018,Agosto,Espana,Bogota,Banano Bocadillo,1130,3.45,10195.65
2018,Agosto,Espana,Cundinamarca,Banano Bocadillo,1098,2.35,6968.77
2018,Agosto,Francia,Bogota,Banano Bocadillo,222849.98,616.34,1832058.84
2018,Agosto,Francia,Cundinamarca,Banano Bocadillo,12159.33,43.42,130703.16
2018,Agosto,Italia,Bogota,Banano Bocadillo,462,1.11,3308.58
2018,Agosto,Italia,Tolima,Banano Bocadillo,447,1.07,3244.17
2018,Agosto,Kuwait,Bogota,Banano Bocadillo,18,0.05,142.99
2018,Agosto,Malasia,Bogota,Banano Bocadillo,30,0.17,502.9
2018,Agosto,Paises Bajos,Bogota,Banano Bocadillo,40.54,0.12,353.71
2018,Agosto,Panama,Cundinamarca,Platanos Secos,15.84,1.11,3378.86
2018,Agosto,Portugal,Bogota,Banano Bocadillo,90,0.2,600.86
2018,Agosto,Portugal,Cundinamarca,Banano Bocadillo,144,0.32,969.66
2018,Agosto,Suiza,Cundinamarca,Banano Bocadillo,1080,3.6,10576.63
2018,Agosto,Alemania,Magdalena,Cavendish Valery,3117197,1422.21,4190070.35
2018,Agosto,Belgica,Magdalena,Cavendish Valery,1.77E+07,7939.29,2.35E+07
2018,Agosto,Estados Unidos,Magdalena,Cavendish Valery,4.24E+07,19158.07,5.72E+07
2018,Agosto,Italia,Magdalena,Cavendish Valery,335976,219.51,655495.72
2018,Agosto,Japon,Magdalena,Cavendish Valery,252720,196.88,581796.71
2018,Agosto,Paises Bajos,Magdalena,Cavendish Valery,5777806.6,2868.15,8480088.81
2018,Agosto,Reino Unido,Cesar,Cavendish Valery,517549,276.18,803388.85
2018,Agosto,Reino Unido,Magdalena,Cavendish Valery,1.36E+07,6479.96,1.92E+07
2018,Agosto,Suiza,Magdalena,Cavendish Valery,2015277.24,974.88,2904507.07
2018,Agosto,Ucrania,Magdalena,Cavendish Valery,235056,109.93,327763.59
2018,Agosto,Albania,Antioquia,Cavendish Valery,167427,76.42,228185.34
2018,Agosto,Alemania,Antioquia,Cavendish Valery,1.72E+07,8383.83,2.47E+07
2018,Agosto,Belgica,Antioquia,Cavendish Valery,1.89E+07,9242.82,2.73E+07
2018,Agosto,Corea,Antioquia,Cavendish Valery,19591.2,9.23,27700.46
2018,Agosto,Croacia,Antioquia,Cavendish Valery,83376,35.25,106613.61
2018,Agosto,Chile,Antioquia,Cavendish Valery,295374,95.87,283297.38
2018,Agosto,Espana,Antioquia,Cavendish Valery,931924.82,364.78,1092045.78
2018,Agosto,Eslovenia,Antioquia,Cavendish Valery,1.23E+07,6096.65,1.79E+07
2018,Agosto,Estados Unidos,Antioquia,Cavendish Valery,6869796.08,3314.3,9819521.89
2018,Agosto,Estados Unidos,Antioquia,Banano Bocadillo,594012,328.32,974288.95
2018,Agosto,Francia,Antioquia,Cavendish Valery,800599,299.09,887030.06
2018,Agosto,Grecia,Antioquia,Cavendish Valery,1297488,563.66,1669796.57
2018,Agosto,Italia,Antioquia,Cavendish Valery,1.40E+07,7002.5,2.07E+07
2018,Agosto,Malta,Antioquia,Cavendish Valery,41688,18.3,54034.42
2018,Agosto,Marruecos,Antioquia,Cavendish Valery,40176,8.32,24561.1
2018,Agosto,Noruega,Antioquia,Cavendish Valery,584652,267.42,803785.38
2018,Agosto,Paises Bajos,Antioquia,Cavendish Valery,3040580,1438.13,4278559.6
2018,Agosto,Portugal,Antioquia,Cavendish Valery,330042.24,154.68,466088.41
2018,Agosto,Reino Unido,Antioquia,Cavendish Valery,8610194,4589.48,1.36E+07
2018,Agosto,Reino Unido,Antioquia,Banano Bocadillo,4290,2.3,6787.82
2017,Noviembre,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,72.93
2018,Agosto,Rusia- Federacion de,Antioquia,Cavendish Valery,356184,170.2,506049.84
2018,Agosto,Suecia,Antioquia,Cavendish Valery,264654,107.86,324356.59
2018,Agosto,Ucrania,Antioquia,Cavendish Valery,288241.56,110.54,328782.36
2018,Agosto,Aruba,Bogota,Banano Bocadillo,18,0.04,121.48
2018,Agosto,Estados Unidos,Tolima,Otros Bananos Secos,93.6,1.06,3078.79
2018,Agosto,Francia,Antioquia,Platanos Secos,6480,37.66,109159.47
2018,Agosto,Paises Bajos,Bogota,Banano Bocadillo,324,0.07,217.23
2018,Agosto,Suecia,Bogota,Platanos Secos,5004,34.66,104058.68
2018,Agosto,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,72.66
2018,Agosto,Aruba,Cundinamarca,Otros Bananos y Platanos Frescos,10,0.01,35.77
2018,Agosto,Curazao,Magdalena,Cavendish Valery,307800,142.56,415294.1
2018,Agosto,Estados Unidos,Antioquia,Banano Bocadillo,193280,168.91,493875.88
2018,Julio,Bahrein,Cundinamarca,Banano Bocadillo,175,1.27,3699.74
2018,Julio,Belgica,Antioquia,Banano Bocadillo,70.4,0.11,330.3
2018,Julio,Canada,Bogota,Banano Bocadillo,755.5,1.92,5580.2
2018,Julio,Canada,Cundinamarca,Banano Bocadillo,376,1.04,3042.99
2018,Julio,Espana,Bogota,Banano Bocadillo,1503.5,5.23,15034.03
2018,Julio,Espana,Cundinamarca,Banano Bocadillo,60,0.26,739.79
2018,Julio,Francia,Bogota,Banano Bocadillo,10542,31.58,90868.43
2018,Julio,Francia,Cundinamarca,Banano Bocadillo,15964.5,59.56,171682.56
2018,Julio,Italia,Cundinamarca,Banano Bocadillo,51834.33,160.99,464009.47
2018,Julio,Italia,Tolima,Banano Bocadillo,600,1.44,4152.69
2018,Julio,Kuwait,Bogota,Banano Bocadillo,15,0.03,97.99
2018,Julio,Paises Bajos,Bogota,Banano Bocadillo,134,0.46,1322.62
2018,Julio,Portugal,Cundinamarca,Banano Bocadillo,90,0.2,595.25
2018,Julio,Suiza,Bogota,Banano Bocadillo,1650,5.56,15984.11
2018,Julio,Suiza,Cundinamarca,Banano Bocadillo,28077.12,163.06,469921.45
2018,Julio,Chile,Risaralda,Otros Bananos Secos,100,0.92,2638.5
2018,Julio,Alemania,Magdalena,Cavendish Valery,2843619,1312.84,3780919.04
2018,Julio,Belgica,Magdalena,Cavendish Valery,1.15E+07,5336.35,1.54E+07
2018,Julio,Estados Unidos,Magdalena,Cavendish Valery,2.18E+07,9840.91,2.82E+07
2018,Julio,Italia,Magdalena,Cavendish Valery,21848.4,11.96,34487.88
2018,Julio,Japon,Magdalena,Cavendish Valery,159120,124.07,358101.65
2018,Julio,Letonia,Magdalena,Cavendish Valery,34310,20.43,58832.29
2018,Julio,Libia,Magdalena,Cavendish Valery,18500,11.04,31776.21
2018,Julio,Paises Bajos,Magdalena,Cavendish Valery,4346709.06,2156.78,6226600.75
2018,Julio,Reino Unido,Magdalena,Cavendish Valery,1.37E+07,6615.5,1.90E+07
2018,Julio,Suiza,Magdalena,Cavendish Valery,2402014.86,1195,3436655.51
2018,Julio,Estados Unidos,Antioquia,Otros Bananos Secos,1940,31.38,90408.78
2018,Julio,Albania,Antioquia,Cavendish Valery,21060,9.61,27693.04
2018,Julio,Alemania,Antioquia,Cavendish Valery,1.03E+07,5123.78,1.48E+07
2018,Julio,Belgica,Antioquia,Cavendish Valery,2.13E+07,9813.83,2.83E+07
2018,Julio,Croacia,Antioquia,Cavendish Valery,246615,102.34,295245.44
2018,Julio,Espana,Antioquia,Cavendish Valery,2149510,1018.34,2935328.08
2018,Julio,Eslovenia,Antioquia,Cavendish Valery,2467584,1265.22,3646390.01
2018,Julio,Estados Unidos,Antioquia,Cavendish Valery,1313901,634.61,1829779.41
2018,Julio,Estados Unidos,Antioquia,Banano Bocadillo,315264,165.87,479326.94
2018,Julio,Francia,Antioquia,Cavendish Valery,1931938,1066.64,3076097.92
2018,Julio,Grecia,Antioquia,Cavendish Valery,1906815,941.16,2718396.52
2018,Julio,Italia,Antioquia,Cavendish Valery,1.75E+07,8610.16,2.48E+07
2018,Julio,Malta,Antioquia,Cavendish Valery,62532,37.05,107183.38
2018,Julio,Noruega,Antioquia,Cavendish Valery,2023380,921.34,2652585.98
2018,Julio,Paises Bajos,Antioquia,Cavendish Valery,3998511,2040.77,5865955.25
2018,Julio,Portugal,Antioquia,Cavendish Valery,567913,248.56,715570.8
2018,Julio,Reino Unido,Antioquia,Cavendish Valery,1.21E+07,6190.38,1.78E+07
2018,Julio,Reino Unido,Antioquia,Banano Bocadillo,710,0.38,1096.78
2018,Julio,Suecia,Antioquia,Cavendish Valery,875140,357.62,1029890.32
2018,Julio,Ucrania,Antioquia,Cavendish Valery,247820.4,98.68,284060.26
2018,Julio,Aruba,Santander,Banano Bocadillo,240,0.76,2198.8
2018,Julio,Espana,Antioquia,Cavendish Valery,19807,10.11,29414.89
2018,Julio,Estados Unidos,Bogota,Cavendish Valery,10874.82,17.47,50840.55
2018,Julio,Aruba,Bogota,Otros Bananos y Platanos Frescos,30,0.04,103.25
2018,Julio,Curazao,Magdalena,Cavendish Valery,246240,113.8,327872.65
2018,Julio,Estados Unidos,Antioquia,Banano Bocadillo,163250.73,141.2,407443.32
2018,Junio,Alemania,Bogota,Banano Bocadillo,6,0.02,68.2
2018,Junio,Arabia Saudita,Cundinamarca,Banano Bocadillo,90,0.59,1731.67
2018,Junio,Bahrein,Cundinamarca,Banano Bocadillo,293,2.02,5905.39
2018,Junio,Belgica,Antioquia,Banano Bocadillo,102.4,0.16,461.63
2018,Junio,Brasil,Magdalena,Platanos Secos,95.2,0,10.97
2018,Junio,Canada,Bogota,Banano Bocadillo,334,0.86,2491.86
2018,Junio,Canada,Cundinamarca,Banano Bocadillo,3,0.01,17.16
2018,Junio,Espana,Cundinamarca,Banano Bocadillo,1461.5,4.15,11950.87
2018,Junio,Francia,Bogota,Banano Bocadillo,3700,11.37,32589.43
2018,Junio,Italia,Cundinamarca,Banano Bocadillo,450,1.08,3097.68
2018,Junio,Kuwait,Bogota,Banano Bocadillo,15,0.06,171.92
2018,Junio,Alemania,Magdalena,Cavendish Valery,1569471,701.74,2010913.5
2018,Junio,Belgica,Magdalena,Cavendish Valery,8060033.4,4015.4,1.16E+07
2018,Junio,Estados Unidos,Magdalena,Cavendish Valery,221760,131.33,377681.61
2018,Junio,Italia,Magdalena,Cavendish Valery,39960,28.51,83230.52
2018,Junio,Japon,Magdalena,Cavendish Valery,219960,171.41,495857.65
2018,Junio,Libia,Magdalena,Cavendish Valery,51715,27.31,79174.32
2018,Junio,Paises Bajos,Magdalena,Cavendish Valery,3977002.32,1945.48,5633685.09
2018,Junio,Reino Unido,Magdalena,Cavendish Valery,9406339,4588.03,1.32E+07
2018,Junio,Albania,Antioquia,Cavendish Valery,250560,115.34,336940.39
2018,Junio,Alemania,Antioquia,Cavendish Valery,9373812,4873.17,1.42E+07
2018,Junio,Belgica,Antioquia,Cavendish Valery,1.93E+07,9090.99,2.64E+07
2018,Junio,Croacia,Antioquia,Cavendish Valery,102136,39,112917.76
2018,Junio,Espana,Antioquia,Cavendish Valery,886542.16,452.27,1312112.99
2018,Junio,Eslovenia,Antioquia,Cavendish Valery,4208505.6,2138.77,6239676.5
2018,Junio,Estados Unidos,Antioquia,Cavendish Valery,2261795,1102.32,3214674.81
2018,Junio,Estados Unidos,Antioquia,Banano Bocadillo,489884,259.48,754160.88
2018,Junio,Francia,Antioquia,Cavendish Valery,2193286,1362.71,3975336.54
2018,Junio,Grecia,Antioquia,Cavendish Valery,2089734.4,1058.04,3075821.35
2018,Junio,Italia,Antioquia,Cavendish Valery,1.84E+07,9561.55,2.79E+07
2018,Junio,Malta,Antioquia,Cavendish Valery,41688,26.69,77853.5
2018,Junio,Noruega,Antioquia,Cavendish Valery,580526,264.94,765589.62
2018,Junio,Paises Bajos,Antioquia,Cavendish Valery,4666944.8,2178.18,6380748.31
2018,Junio,Portugal,Antioquia,Cavendish Valery,572486.12,308.23,891445.3
2018,Junio,Reino Unido,Antioquia,Cavendish Valery,8188844,4264.27,1.24E+07
2018,Junio,Reino Unido,Antioquia,Banano Bocadillo,1440,0.77,2251.73
2018,Junio,Suecia,Antioquia,Cavendish Valery,223938,91.26,261464.6
2018,Junio,Turquia,Antioquia,Cavendish Valery,333050.4,162.49,473888.79
2018,Junio,Ucrania,Antioquia,Cavendish Valery,82833.12,33.82,98483.07
2018,Junio,Canada,Bogota,Otros Bananos Secos,845.52,9.24,27006.05
2018,Junio,Estados Unidos,Antioquia,Otros Bananos y Platanos Frescos,636,13.16,38397.94
2018,Junio,Paises Bajos,Bolivar,Cavendish Valery,40102,24.9,71545.67
2018,Junio,Suiza,Bogota,Otros Bananos Secos,499,4.42,12634.92
2018,Junio,Estados Unidos,Antioquia,Banano Bocadillo,190560,164.85,468486.75
2018,Junio,Estados Unidos,Antioquia,Banano Bocadillo,130,0.28,782.79
2018,Mayo,Alemania,Antioquia,Banano Bocadillo,315,1.52,4298.05
2018,Mayo,Alemania,Bogota,Banano Bocadillo,216,0.86,2426.45
2018,Mayo,Belgica,Antioquia,Banano Bocadillo,92.8,0.13,360.72
2018,Mayo,Canada,Bogota,Platanos Secos,490,1.59,4576.12
2018,Mayo,Canada,Bogota,Banano Bocadillo,9,0.01,38.15
2018,Mayo,Espana,Cundinamarca,Banano Bocadillo,592,1.94,5532.8
2018,Mayo,Francia,Bogota,Banano Bocadillo,2393.9,8.02,22721.06
2018,Mayo,Italia,Cundinamarca,Banano Bocadillo,20.3,0.01,31.28
2018,Mayo,Paises Bajos,Bogota,Banano Bocadillo,720,0.1,269.75
2018,Mayo,Reino Unido,Antioquia,Banano Bocadillo,15,0.07,192.91
2018,Mayo,Alemania,Magdalena,Cavendish Valery,3131081,1464.35,4196843.68
2018,Mayo,Belgica,Magdalena,Cavendish Valery,1.33E+07,6303.42,1.80E+07
2018,Mayo,Belgica,Sucre,Cavendish Valery,58773,28.22,80241.03
2018,Mayo,Curazao,Magdalena,Cavendish Valery,17414,8.64,24945.06
2018,Mayo,Estados Unidos,Magdalena,Cavendish Valery,1.80E+07,8179.73,2.34E+07
2018,Mayo,Italia,Magdalena,Cavendish Valery,118514,81.68,231787.96
2018,Mayo,Japon,Magdalena,Cavendish Valery,173160,134.95,382959.34
2018,Mayo,Paises Bajos,Magdalena,Cavendish Valery,6231480.58,3168.71,9043117.01
2018,Mayo,Paises Bajos,Magdalena,Otros Bananos Secos,7000,31.3,90368.11
2018,Mayo,Reino Unido,Magdalena,Cavendish Valery,1.23E+07,6017.13,1.72E+07
2018,Mayo,Suiza,Magdalena,Cavendish Valery,1450369.2,726.64,2072809.05
2018,Mayo,Ucrania,Magdalena,Cavendish Valery,117546,57.67,164199.68
2018,Mayo,Estados Unidos,Valle del Cauca,Otros Bananos Secos,2600,42.31,119427.18
2018,Mayo,Albania,Antioquia,Cavendish Valery,84240,38.45,109631.4
2018,Mayo,Alemania,Antioquia,Cavendish Valery,1.37E+07,6952.92,1.98E+07
2018,Mayo,Belgica,Antioquia,Cavendish Valery,4.36E+07,20461.21,5.86E+07
2018,Mayo,Croacia,Antioquia,Cavendish Valery,104220,39.13,112131.97
2018,Mayo,Espana,Antioquia,Cavendish Valery,2643926.36,1181.44,3382325.34
2018,Mayo,Eslovenia,Antioquia,Cavendish Valery,4123742.4,1978.23,5602403.49
2018,Mayo,Estados Unidos,Antioquia,Cavendish Valery,3389818,1649.96,4724363.98
2018,Mayo,Estados Unidos,Antioquia,Banano Bocadillo,606176,323.24,928436.05
2018,Mayo,Francia,Antioquia,Cavendish Valery,3105381,1735.23,4979962.32
2018,Mayo,Grecia,Antioquia,Cavendish Valery,2668453.8,1326.87,3804426.63
2018,Mayo,Italia,Antioquia,Cavendish Valery,2.27E+07,10872.7,3.11E+07
2018,Mayo,Malta,Antioquia,Cavendish Valery,62532,36.21,103963.04
2018,Mayo,Noruega,Antioquia,Cavendish Valery,1732884.2,792.02,2265454.58
2018,Mayo,Paises Bajos,Antioquia,Cavendish Valery,6792382.48,3338.82,9559517.89
2018,Mayo,Portugal,Antioquia,Cavendish Valery,931959,431.91,1226894.07
2018,Mayo,Reino Unido,Antioquia,Cavendish Valery,1.63E+07,8443.02,2.42E+07
2018,Mayo,Reino Unido,Antioquia,Banano Bocadillo,2160,1.16,3275.16
2018,Mayo,Suecia,Antioquia,Cavendish Valery,671814,273.79,781611.28
2018,Mayo,Turquia,Antioquia,Cavendish Valery,374306.4,177.61,507743.81
2016,Julio,Australia,Valle del Cauca,Otros Bananos Secos,410.2,13.18,38688.07
2018,Mayo,Ucrania,Antioquia,Cavendish Valery,954114.48,490.44,1410955.02
2018,Mayo,Alemania,Sucre,Cavendish Valery,19980,14.04,40229.79
2018,Mayo,Aruba,Bolivar,Otros Bananos y Platanos Frescos,9450,4.24,12154.71
2018,Mayo,Canada,Bogota,Otros Bananos Secos,548.42,5.97,17113.37
2018,Mayo,Estados Unidos,Antioquia,Cavendish Valery,20369,13.5,38976.66
2018,Mayo,Estados Unidos,Antioquia,Otros Bananos y Platanos Frescos,2546,5.85,16884.11
2018,Mayo,Francia,Bogota,Otros Bananos Secos,960,9.98,28614.14
2018,Mayo,Paises Bajos,Bolivar,Cavendish Valery,20611,12.25,35356.32
2018,Mayo,Aruba,Atlantico,Banano Bocadillo,30,0.01,33.75
2018,Mayo,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,69.29
2018,Mayo,Aruba,Cundinamarca,Otros Bananos y Platanos Frescos,20,0.02,68.43
2018,Mayo,Curazao,Magdalena,Cavendish Valery,246240,114.05,321296.02
2018,Mayo,Estados Unidos,Antioquia,Banano Bocadillo,118320,103.26,291635.03
2018,Mayo,Estados Unidos,Atlantico,Banano Bocadillo,16800,15.2,42821.44
2018,Mayo,Estados Unidos,Antioquia,Banano Bocadillo,351.2,0.83,2351.33
2018,Abril,Alemania,Bogota,Banano Bocadillo,336,1.33,3714.99
2018,Abril,Canada,Antioquia,Banano Bocadillo,30,0.1,282.03
2018,Abril,Canada,Bogota,Platanos Secos,5,0,2.79
2018,Abril,Espana,Cundinamarca,Banano Bocadillo,925,3,8374.71
2018,Abril,Estados Unidos,Bogota,Otros Bananos Secos,99.76,0.71,1917.98
2018,Abril,Francia,Bogota,Banano Bocadillo,2109,6.48,18102.21
2018,Abril,Italia,Cundinamarca,Banano Bocadillo,486,1.17,3289.59
2018,Abril,Paises Bajos,Bogota,Banano Bocadillo,320.3,0.93,2619.68
2018,Abril,Reino Unido,Antioquia,Banano Bocadillo,30,0.14,380.74
2018,Abril,Suiza,Cundinamarca,Banano Bocadillo,420,1.3,3609.53
2018,Abril,Alemania,Magdalena,Cavendish Valery,6254804.8,2746.99,7570358.48
2018,Abril,Belgica,Antioquia,Cavendish Valery,19591,10.72,29818.87
2018,Abril,Belgica,Magdalena,Cavendish Valery,1.93E+07,8726.56,2.42E+07
2018,Abril,Curazao,Magdalena,Cavendish Valery,37005,18.9,52909.6
2018,Abril,Estados Unidos,Magdalena,Cavendish Valery,3.41E+07,15885.87,4.41E+07
2018,Abril,Italia,Magdalena,Cavendish Valery,353393,229.3,638174.6
2018,Abril,Japon,Magdalena,Cavendish Valery,194220,141.85,392605.64
2018,Abril,Paises Bajos,Magdalena,Cavendish Valery,6167501,3089.56,8552586.07
2018,Abril,Reino Unido,Magdalena,Cavendish Valery,2.20E+07,10651.59,2.94E+07
2018,Abril,Rusia- Federacion de,Cundinamarca,Cavendish Valery,21060,8.64,24367.31
2018,Abril,Suiza,Magdalena,Cavendish Valery,3971427,1992.84,5532003
2018,Abril,Ucrania,Magdalena,Cavendish Valery,195910.6,99.79,279124.86
2018,Abril,Alemania,Antioquia,Cavendish Valery,1.36E+07,6991.17,1.94E+07
2018,Abril,Belgica,Antioquia,Cavendish Valery,4.88E+07,22593.16,6.27E+07
2018,Abril,Croacia,Antioquia,Cavendish Valery,104220,40.72,113536.76
2018,Abril,Chile,Antioquia,Cavendish Valery,24408,6.48,18062.09
2018,Abril,Espana,Antioquia,Cavendish Valery,2228158.32,969.75,2684587.31
2018,Abril,Eslovenia,Antioquia,Cavendish Valery,5564691.6,2372.91,6554827
2018,Abril,Estados Unidos,Antioquia,Cavendish Valery,6168272,2762.91,7654144.49
2018,Abril,Estados Unidos,Antioquia,Banano Bocadillo,794940,426.73,1185210.98
2018,Abril,Francia,Antioquia,Cavendish Valery,2736274,1453.31,4024437.88
2018,Abril,Grecia,Antioquia,Cavendish Valery,3507876.6,1661.52,4604419.86
2018,Abril,Italia,Antioquia,Cavendish Valery,3.00E+07,13661.67,3.78E+07
2018,Abril,Malta,Antioquia,Cavendish Valery,104220,53.56,147979.14
2018,Abril,Montenegro,Antioquia,Cavendish Valery,1252924.6,493.82,1347226.9
2018,Abril,Noruega,Antioquia,Cavendish Valery,1200460,546.07,1513024.31
2018,Abril,Paises Bajos,Antioquia,Cavendish Valery,4638146,2295.01,6409582.45
2018,Abril,Portugal,Antioquia,Cavendish Valery,1172459,521.11,1439016.62
2018,Abril,Reino Unido,Antioquia,Cavendish Valery,1.33E+07,6874.14,1.91E+07
2018,Abril,Reino Unido,Antioquia,Banano Bocadillo,4300,2.27,6277.83
2018,Abril,Rusia- Federacion de,Antioquia,Cavendish Valery,164473.2,69.52,193257.01
2018,Abril,Suecia,Antioquia,Cavendish Valery,468234,190.82,527525.73
2018,Abril,Ucrania,Antioquia,Cavendish Valery,331695,146.39,404342.27
2018,Abril,Aruba,Bolivar,Otros Bananos y Platanos Frescos,12260,6.88,18752.28
2018,Abril,Estados Unidos,Antioquia,Otros Bananos y Platanos Frescos,4431,9.03,25096.52
2018,Abril,Paises Bajos,Bogota,Platanos Secos,1154.33,20.8,58501.04
2018,Abril,Aruba,Bogota,Otros Bananos y Platanos Frescos,20,0.02,64.94
2018,Abril,Aruba,Cundinamarca,Otros Bananos y Platanos Frescos,20,0.02,65.44
2018,Abril,Curazao,Magdalena,Cavendish Valery,143640,66.53,181253.54
2018,Abril,Estados Unidos,Antioquia,Cavendish Valery,20196,10.26,28527.62
2018,Abril,Estados Unidos,Antioquia,Banano Bocadillo,134480,118.11,329418.29
2018,Abril,Costa Rica,Valle del Cauca,Otros Bananos Secos,90,1.94,5279.44
2018,Abril,Estados Unidos,Antioquia,Otros Bananos y Platanos Frescos,4,0,2.71
2018,Abril,Israel,Antioquia,Otros Bananos Secos,128,1.84,5182.28
2018,Marzo,Alemania,Antioquia,Banano Bocadillo,90,0.43,1229.91
2018,Marzo,Alemania,Bogota,Banano Bocadillo,150,0.46,1319.25
2018,Marzo,Alemania,Cundinamarca,Banano Bocadillo,453.7,4.18,11624.59
2018,Marzo,Belgica,Antioquia,Banano Bocadillo,64,0.09,246.87
2018,Marzo,Canada,Bogota,Banano Bocadillo,40,0.07,188.08
2018,Marzo,Emiratos Arabes Unidos,Antioquia,Banano Bocadillo,15,0.08,239.39
2018,Marzo,Espana,Cundinamarca,Banano Bocadillo,3014,8.1,22879.04
2018,Marzo,Francia,Antioquia,Banano Bocadillo,105,0.68,1949.51
2018,Marzo,Francia,Bogota,Banano Bocadillo,74646.26,187.62,524052.5
